text; class
   تقريبا كده اغلبيتنا جايب موبايل جامد للنت وكل حاجه جامده وموبايل تانى حقير صغير للمكالمات ،،،; cyber
   بلد المليون حقير; cyber
   _ كوكب حقير ; cyber
   الصور بتاع الجثث المتفحمه بتدل على اننا بنتعامل مع مجموعه ارهابيه بلادين ولا انسانيه كل من هو متعاطف مع الاخوان خائن فاجر حقير سافل; cyber
      قذر وقح حقير مُسف; cyber
   ياعم كسمك; cyber
   اللي يقولك انا برشلوني وفرحان عشان صلاح قوله كسمك انت وصلاح مفيش حاجه اسمها مبسوط وبرشلوني انت خول مش برشلوني; cyber
   كسمك انت كمان ع كسم المدرب ; cyber
   كسمك ع كسمه ; cyber
   اياكس بتقولك كسمك   ; cyber
   انا لحد دلوقت مش مستوعب الي حصل انا مش عارف انت جنس كسمك اي وايه الفايده منك لازمتك اي كسبان  ف الذهاب وملعبتش كوره ورايح تخسر  دا غير الموسم الي فات ي اخي انا كرهت الكوره بسببك يشيخ روح ربنا ياخد كسمك ; cyber
   حبيتك خلاص رغم انك مشاركتش النهاردة ولا عملت حاجة ف الذهاب ولا اقولك كسمك يعم ريح لو كنت ف الملعب مكنااش شفنا ريمونتادا ولا خرا ; cyber
   يعم كسمك; cyber
   كسمك يا هلفووووووووت ; cyber
   كسم الكوره الغداره ع كسمك يا دمبلي ع كسم القريفه ع المسا دي دا الواحد هو الي محتاج فتره نقاهه عشان ينسي مش اللاعيبه; cyber
   كسمك يا معزه يا منتهي يابن العرص; cyber
   كسمك يا فالفيردي كسمين أمك يابن اوسخ مره لايطه في كل ارجاء المعموره والله ; cyber
   كسمك ياميسي; cyber
   ياعم كسمك بقي متقرفناش شوف انت رايح فين; cyber
   كنت ركز فاللعب يا كسمك; cyber
   كسمك يا سوسه الليله هتبقى عروسه ; cyber
   كسمك ياسوسه يابنت المره الوسخه; cyber
   جاي تبقا غامض النهاردة يا كسمك; cyber
   كسمك يا ميسسسسسي; cyber
   كسمك يا سوسة يا حمرا يا مهروسة; cyber
   كسمك ي كريم ; cyber
   كسم اللي ميشتمش عمرو البنا ويقوله كسمك، سلام; cyber
   كسمك يا إيمري; cyber
   اسمع يا كسمك انا فاتحلك القناه مخصوص و انا معايا اعر لاعيبه ف الكوكب تجيلي راكع يا كسمك اعمل بيك بيزنيس ; cyber
   مش فاهم ماتش اندية المعلق يبقي منحاز لية  حاسس اني علي محمد علي ده هيعيط  كسمك يا عم; cyber
   جمهور الاهلي يقولك  اسلام يا جمال كسمك  ; cyber
   كسمك يا لولو; cyber
   خخخخخ كسمك; cyber
   طب ما كسمك عادي  ; cyber
   موبايل زباله هى ناقصه كسمك ; cyber
   كسمك كوره ظالمه بنت متناكه والله; cyber
   يابن العرص ياطعمية كسمك; cyber
   ركز يا كسمك ف الكونفدراليه بدل ما مرتضى ينيكك بعد الماتش; cyber
   السهم الى عملته  دا يا اسلام يا جمال تحطه ف كسمك وكسم كل زمالكاوى ; cyber
   ابقى حط السهم دة ف كسمك بقا يا اسلام وابقى سلملي ع امك   ; cyber
   تعالي يا إسلام يا جمال امسكه أنا مسميه رونالدو يا كسمك; cyber
   انت هتناقشنى ليه يا عم ما كسمك انت صح; cyber
   برا عن كسمك بقي; cyber
   اسمع يكسمك هقولك كيليمه وانا بعيد فرجه علي حلقه بنت متناكه اعر حلقه في العالم جايبلي واحده بنت متناكه تعدي من حشود الولكرز من غير محد يلاحظ  تنط عليه نطه افلام هندي وتقتله بطريقه تليق بأفلام السبكي  يلعن كسمك لكسم المؤلفين لكسم الي ماسكين المسلسل وفي الاخر كسم داينريس ; cyber
   بران  ثيون شكرا انت راجل صالح ثيون  يا عم كسمك; cyber
   كسمك يا  الله يسامحك يا ابن الوسخه  ; cyber
   كسمك يلا ; cyber
   ياعم أنا مش معرص، ومقتنع بنظرية الرأي والرأي الأخر، بس كسمك على كسم رأيك ; cyber
   اهالي المحلة تساند امبابة و سمير سمكرة، و كسمك يا ابراهيم يا حرحر  ; cyber
   جماهير الاهلى بتقولك يافطوطه كسمك  قناه_المحور_لاثاره_الفتن; cyber
   طب يا نجم نا مغلطش ف امك يعني و مش صعب عليا اغلط فيها يعني كسمك; cyber
   كسمك يا مصر ; cyber
   الشيكولاتة و البيبسى أحلى مع الكس، كسمك ; cyber
   الكس بيتحكم فيك ، كسمك ; cyber
   انتا ليك انك تتفرج و تفرح لما يجيى جوول و نكسب بس لو بتفرح ب اللاعيبة يبقى كسمك على كسمهم ، انتا المفروض تفرح عشان الزمالك اللى كسب و بس ; cyber
   انا بحبك   انتى احلى حاجه فى حياتى    ربنا يخليكى ليا     كسمك على كسم القرد اللى نايكك فى افكارك; cyber
   قبل ما انام عايز أكسم الهاشتاج التريند دلوقتى عشان كسم دى فكرة اصلا كسمك بجد كسمين امك بجد كسمين تلاته كسميت امك لمؤخذه شتمت ; cyber
   _مش قولتلكم نادى المبادئ والقيم زود عليها بقى والروح الرياضية وانت ايه اللي حارق كسمك؟متخليك في مركز الشباب اللي بتلعب فيه; cyber
   واللي يقلك كده قله كسمك علي كسم الاهلي; cyber
   بينك يا منى؟                    اه بينك يا كسمك; cyber
   _ حيلتها ايه انتي هتهرجي معايا يابنت الشرموطة لا  احبسيه براحتك يا كسمك; cyber
    كسمك يا عجل اوروبا يا خول; cyber
   انت داخل تشتمنا يا كسمك وفي الاخر تقول علينا معرصين احا ; cyber
    و انا اللي مكنتش عايز احفل علي كسمك عملتيلي بلوك ياخي احا للدرجادي خايفه مني ; cyber
   كسمك يا ممس ; cyber
   كسمك يا شيكا; cyber
   كسمك يا عيد; cyber
   هاهاهاهاهاهاهاها الكابتن محمود بكر حرقته ان فيلسوف التحليل كان بيلقّح عليه فكلّمه يوضح موقفه كسمك برضه; cyber
      شوبير يستعرض طريقة دخول الباروشتات الملاعب مع الاولتراس   شوشو كسمك يا عرص النظام; cyber
   هو باسل عادل مش هيقولوه كسمك بقى على كسم جماعتك ولا أيه   المحور; cyber
   قمه الشخير واحا بعلو صووت القناه اولى   تلفزيون مصر   جايبه واحده أيرانيه بتكلم وتشكر فى أيران كسمك يا مرسى بورسعيد; cyber
   الهتافات في المحلة كسمك يا مرسي ; cyber
   وجدى غنيم يوجه رسائل لـمرسى معارضوك صراصير وفئران ولا يؤمنون بالله   كسمك; cyber
   وحياة كسمك يا بشار وحياة كسمك يا بشار وحياة كسمك يا بشار الثورة هتنتصر  سوريا; cyber
   وحياة كسمك يا بشار الثورة هتنتصر مهما تقتل فى الثوار  _ الهيئة العامة  قتيلا بنيران قوات النظام معظمهم في دير الزور وحمص; cyber
   مفيهاش حاجة يا حكم ابن لبوة; cyber
       _  يا لبوة كفاية ; cyber
   _ خخخخخخخ فرخه ايه يالبوه; cyber
   اه يا حنان يا لبوة ; cyber
    _    _ ازيك يا لبوه عامله ايه ؟؟  لبوه مين معايا ؟; cyber
   _ فى حاجه يا لبوة ؟; cyber
   _ يلا يا لبوة انتو شويه انجاس; cyber
    انتي مين ومنين يالبوه نتفق; cyber
   الله يلعن ابو فقر معرفتكو يبيبي ; cyber
   خش نام يبنى يلعن ميتين ام الضحك; cyber
   يلعن ميتين حرقة الدم اللي انا فيها دي; cyber
   ولاد المرة الوسخة بتوع اشبيليه اللي بيطلعوا صفر كل موسم اللي السيتي فاشخة ميتين امهم بيتكملوا يلعن ميتين ام الكورة علي ميتين امكم فريق زحالايق بنت وسخة علي ميتين ام اساطيركم ولاد الوسخة ; cyber
   اوسخ يوم قسماً بالله و يلعن ميتين ام ده مدرب علي ميتين ام الفرق اللي الواحد بيشجعها; cyber
   جماعة يلعن ميتين ام فالفيردي السباك ابن الوسخة دا; cyber
   يلعن دين ام الكوره علي دين ام محمد صلاح يا شويه هلافيت; cyber
   يلعن ابو ده ماتش; cyber
   المشكلة تصريحاته قبل الماتش ان ماتش روما فالحسبان وانا موصلتش النهائى لسه تحسسك انه فهم الدرس واتعلم بس نقول ايه للى فيه طبع ياخى يلعن ميتين امك بسبب القفلة دى; cyber
   اقسم بالله لو عترت فيك يا فالفيردي هفشخك يلعن اللي خلفك ياخي; cyber
   الله يلعن اليوم اللي حبيت فيه الكوره; cyber
   منعا لحرق الاعصاب  وحفاظا ع الشهر الكريم دا  تصبحو على خير يلعن ميتين اللى جابكو; cyber
   يلعن نيجيريا على افريقيا على السمر على الدنيا كلها ايه الحظ ده يا ناس  مانشستر_سيتي_ليستر; cyber
   قسما بالله اوباما دة من ساعة ما شفت كورة اوسخ لاعيب شفته في حياتي والله العظيم غلب احمد غانم  سلطان  يلعن كسمه يا عم; cyber
   يا ريت ينفع ، يلعن كسم الدنيا اصلا; cyber
   تغريب وفي حبس كمان لا دا يلعن ابو العيشه والمعيشه بقا; cyber
   اقعد يصاحبي يلعن دي ماده  ; cyber
   حبيت اقول انه يلعن ابو الظروف فعلا; cyber
   دفاعهم مجاش والله، الله يلعن نحس الإصابات; cyber
   هو مش ماتش الأهلي اخر ماتش فالدوري ؟ يلعن أبو ام دي بلد والله ; cyber
   الله يلعن معرفتكم بكلمكم بكل أمانة والله ; cyber
   يلعن ابو الكوره; cyber
   يبني انت لاعب كورة ازاي انت مفروض علينا عافية لاعب كورة يلعن امك علي ام جوارديولا ; cyber
   يعم نزل ارثر يمسك كورة يلعن ابو اهلك; cyber
   يلعن ميتين اهلك مدرب ابن ستين كلب; cyber
   يلعن ميتين ده مدرب; cyber
   الفرص دي هنندم عليها والله يلعن ام الخرا; cyber
   ايه البضان ده يلعن ميتين ام كومباني; cyber
   يعم يلعن ميتين امك  مهو مش عشان انت بتتنيل تقضي ميتين ام خدمه جيشك تقرفنا معاك و تكفرنا ; cyber
   الله يلعن الكوابيس وقله النوم دي; cyber
   بس بقي علشان والله يلعن ام حياتي; cyber
   ربنا يكرم في الصيف بس الوباء دا لازم يخرج ، احتا بنخسر بطولات بسببه  عمره ما جاب جول واحد حاسم أو مهم يلعن ميتين أمه; cyber
   عيل ابن كوم زنا جاي من زنقه اتوبيس وفاردها علينا يلعن كسم اشكالكم; cyber
   هقوللو اخرج يلعن ابوك بن كلب ; cyber
   يلعن ابو الجواز ياعم; cyber
   اصلها مش فاكرة انها قالت كدا يا عم  يلعن ام دا قسم لدي ماده; cyber
   انا محروق دمى من امبارح يلعن كسم سواريز; cyber
   ماتنزلو الحلقه بقا الله يلعن ميتين ابوكو; cyber
   ياعم  يلعن ميتين امه بلا هجام بلا نيلة علي دماغه  النجوم لو جاب جول عايز اشوفك هتقول ايه عليه; cyber
   يلعن ميتين ام القاهره علي زحمتها و شوارعها و قرفها; cyber
   الله يلعن اي حد منافق; cyber
   يلعن ابوكي يا مصر يا بلد بنت ستين كلب على ابو وزارة الصحة و اللي عايزين يشتغلوا فيها امال دكتور ايه و خرا ايه لما هتعامل المعاملة الوسخة دي; cyber
   قبل ما انام عايز اقول يلعن ميتين ام الاكونتنج; cyber
   ياعم يلعن ميتين السلخانة; cyber
   يلعن ابو تقل دمك  يلعن ابو شكلك ; cyber
   اجى اتفرج ع الماتش النهاردة يحصل نفس كسم السيناريو برضو يخى يلعن دين دى كورة; cyber
   يلعن كسم المره الى انجبت ميسى; cyber
   يلعن ابو ام المنطق اللي مش بيخلص دا; cyber
   الدنيا كلها مزعلاني، كل حاجه على وش الارض قرفاني ومش طايقه نفسي وزهقانه من كل حاجه وعاوزه اسيب كل حاجه وامشي يلعن ابو العيشه; cyber
   عايزة اقول ان يلعن ابو الظروف فعلا; cyber
   ياصاحبي يلعن ام السيليكون; cyber
   ضهري باااظ يلعن ابوكي كلية; cyber
   يلعن ابو الاجازات اللي ب تضيع ع الفاضي دي; cyber
   يلعن ابو  لابو الفسيخ لابو السبانخ لابو طعم الجبنه المتبله لابو ام دى ظيطه من شعب ظياط لابو ليفربول; cyber
   حرقتوا الحلقة؟ يلعن ميتين أبوكوا يا ولاد الوسخة; cyber
   يلعن ميتين ريحه الشوارع بجد; cyber
   الله يلعن ميتين ام الناموس; cyber
   والله انت بضنتني فشخ يلعن ميتين ام العين والله ; cyber
   فاول اونطة جميل  يلعن ابو التحكيم ع ابو حظ ليفربول ; cyber
   يلعن كسم كل واحد اتريق ع صلاح لكسم كل واحد شمتان فيه; cyber
   ارنولد منطردش لية يا حكم  يلعن دا تحكيم والله; cyber
   اتفضل اقعد يلعن ميتين ام الضحك حرقت الكويز; cyber
   الله يلعن الناموس ابن الوسخه دا; cyber
   بيقولو نو يلعن دين امك انت تعرف اكتر منى  ; cyber
   انا كدا هشتم والله يلعن ابو التعليم يراجل انا هذاكر الي في الكتاب معرفه وفهم لنفسي وخلاص وتولع الدرجات والله هحل الي اعرفه وخلاص; cyber
       يلعن ميتين ام  اعدادي بقي ايه الاسئلة دي ; cyber
   انا نزلت اجازة  الله يلعن الجيش ; cyber
   انا زهقان  يلعن كسم الكوره; cyber
   يلعن ابو العظمه ياخى; cyber
   مستني ايه بالتبديل التالت يلعن ميتينك; cyber
   يلعن ابو الرعب ; cyber
   لا انبوبلر ايه بس يلعن ابو جون سنو ودينيريس جوز بضان اصلا  ; cyber
   امسح يلعن ميتين اللي جابتك ; cyber
   الله يلعن الخمول; cyber
   يلعن ابو ام الغباء  قصدي لما فصل وراح كغراب راح عمل إيه ولا اتحكم بايه بالظبط; cyber
   امال يا زوز ده انت ابو الصحاب يلعن ابو الصحاب ; cyber
   يلعن ابو الخرا مش رايح كدا; cyber
   لعد الاجازه دي الواحد نسي شكل الدراسه والكتب كانوا ازاي وبيتعمل لهم ايه يلعن ابو الكليه التعليم بعد صباح الخير; cyber
   لا بنساه ولا معاه ودي المعاناة والله يلعن الجيش ; cyber
   بالشغل مش مرتاح من عير الشغل مش مرتاح الله يلعن ام عدم الرضا دا ; cyber
   الفاظ ايه ياعم يلعن كسمه كمان مره; cyber
   دا ديكور الاستوديو التحليلي لماتش برشلونة وليفربول قناة  يلعن أم مدحت شلبي والله; cyber
   يلعن ابو اللى لعبك كوره; cyber
   يلعن ميتين ام حلاوتك يا شيخ     ; cyber
   يلعن ميتينك يا يوم التلات متجيش تاني; cyber
   يعم والله مبقيت عارف اقول ايه يعني اهاليكم بيصرفو عليكم عشان تعملو كدا  بيصرفو عليكم عشان يتقال يلعن ابو اللي رباكم  المشكلة ان كلهم ناس غلابة وشقيانة عليهم  ربنا يهديهم والله; cyber
   يعم يلعن ميتينك علي ميتين ام اسكندرية هنروح السبت الجاي او الحد خلاص; cyber
   يمتحنوك و يهينوك و يرجعوا يقولولك ذاكر يلعن البجاحه والله; cyber
   كان فى جمهور بيشجعو نادى متناك شبههم بيشتكى مالتحكيم; cyber
   تصويت متناك، ده بيكيه أعلى من فان دايك أحا; cyber
   ماهي كانت بتتوحم علي متناك فجيت انت; cyber
   اي حد متناك بيلغي الفولو ميرجعش يعمله تاني هتزاولني بروح امك علي اي; cyber
    يلا انت متناك زي اللي مشغلك; cyber
    انت فاكرني خروف زيك يا متناك هو في اخواني بيشتم يا معرص دول انضف من امك ومن  زيك فوق يا لطخ  تعال عضعض شويه هههههه; cyber
    مش احسن من متتناك من بتاع كارتيه زيك يابن المثاليه يا متناك ههههههع; cyber
   تقتله ليه يا متناك; cyber
     ضحكتني والله يا متناك يابن الخول روح مك زمان واحد مستغفل ابوك و نايم معاها ; cyber
   لاعيبة اليوفي بيتدلعم  في ايه يا خول انت و هو ما تلعبوا عدل و ادي الجون جه فينا يا متناك انت و هو  ; cyber
   انقي فصيل في المجتمع مين يا متناك يابتاع المحور; cyber
    يا متناك انت وين اعطينى رقم جوالك; cyber
   حكم متناك; cyber
     دنتى هخلليكى معرض تسبي رجال والخولات الل معك اى خول ومش راجل هيسمع كلامك مهو ميسمعش كلام الشرموطة اللا خول او متناك  يا رخيصة; cyber
   و متناك برخصه; cyber
   إهوا انا لو شتمت تيئا عشان هوعنصرى ضد اليهود ابقى متناك ومعرص ؟؟؟ اه  طب انا مش متناك  ومش معرص  وكسم اليهود ; cyber
    متهاك ولا متناك وضح عشان ميحصلش التباس ف اللباس ; cyber
   الحكايه مش عسكر هان  الحكايه عسكر متناك  لا لدستور الخولات والمعرصين; cyber
   سنة كلها قذرة مجتش ع الورق ; cyber
   بالله لو مسكتك مش هرحمك يا قذرة; cyber
   علي فكره هو فعلا كده و متهيالي مبيبقوش عارفين بجد   معتقدش ان في ممثل هيطلع يشتم شتايم قذره زي ما بيحصل و يبين للناس اد ايه هو شخص بيئه و يخلي منظره زفت قدام الناس عشان ميقولوش دا عارف او لا  ; cyber
   هو فى الزمن ناس قذرة بالشكل ده ؟   وصلت الوساخة ان حد بيعاير حد بموت والده او يقلل منه بالصورة دى ؟   حسبى الله و نعم الوكيل فى الشخصيات دى والله   اللى زى دول بيهينوا نفسهم واهاليهم وكرامتهم قبل ما حتى يحاول يقلل من غيره بسبب نقص عنده او تخلف جواه ; cyber
   شخصيات قذرة  ; cyber
   اكتر حاجه قذره ومستفزه ف الوجود  ; cyber
   عشوائيه قذره  ; cyber
   انتى يا قذرة ،،اييه اللى حطاه داا  وربنا هموتك; cyber
   هتعيش وتموت قذره; cyber
   علاقة قذرة ; cyber
   صدى البلد تتهم الجزيرة بسرقة إشارة بث محاكمة مبارك قناه حراميه قذره عميله  ; cyber
   عن ناس قذره ضيعت مني ناس عمري ; cyber
   خاين لدم شعبك وعبد لكل سلطة،مبدأ وعقيدة قذرة والمسمى شرطة ; cyber
   كمية القذارة اللي في كلمة قذرة قذرة فشخ; cyber
   فرق شاسع بين الصورتين  الله يحرقك ياسباك ; cyber
   حتى هنا فاشل الله يحرقك ; cyber
   الله يحرقك ولا يوفقك ; cyber
   تعلم بس الله يحرقك ي متخاذل  ; cyber
   الله يحرقك يا ديمبلي الله لا يوفقك ياكلب ; cyber
   إرنستو فالفيردي الله يحرقك يا فاشل يا جبان ; cyber
   والله غير ادعي عليك في كل صلاة الله يحرقك حرق يا اوسخ بني ادمن حسبنا الله عليك   ; cyber
   يهودي ابن جزمه منتن الله يحرقك بغضبه عن قريب يامعر ; cyber
   انتي الوحيده اللي مهما طال البعد بينا كان خيرأ لي  الله يحرقك ; cyber
   متكرهنيش فيها ابوس ايديكى الله يحرقك بجاز  ; cyber
   صورة_جديدة_للملف_الشخصي الله يحرقك من فريق وضيع من اليوم ورايح انا مشجع لميسي فقط ، اللي صار اليوم بريء منه براءه الدم لعنه الله عليكم ; cyber
   الله يحرقك ياديمبلي ; cyber
   الوووهه السعرات الحراريه؟؟  الله يحرقك يبنت الوسخه ; cyber
   الله يحرقك ياشيخ الله يحرقك ; cyber
   الله يحرقك يبن الكلب ; cyber
   الله يلعنك الله يلعنك الله يلعنك ليوم الدين الله لا يوفقك يا ابن الكلب الله يا جعلك للطاعون الملعون ويجعلك للسرطان والايدز وكل الامراض اللي ما تبرا منها الله يحرقك يا ابن الكلب زي ما حرقتنا  ليفربول_برشلونه; cyber
   الله يحرقك الله يحرقك الله يحرقك ; cyber
   الله يحرقك حرق الكلاب ي جبان جبتلنا العار وربي ; cyber
   الله يحرقك مثل ماحرقت قلوبنا ; cyber
   الله يحرقك يا ديلف عليك من الله ماتستحق ; cyber
   الله يحرقك من برنامج ; cyber
   الله يحرقك يا ابن الكلب  ; cyber
   هذا ليس إنسان هذا مجموعه حمير  في حمار واحد ، الله يحرقك ; cyber
   كفاية بانجو الله يحرقك  ; cyber
   الله يحرقك أنت واللي فبالي بس ; cyber
   حسبي الله ونعم الوكيل الله يحرقك ياخاين الامانة      اوقفوا_التعاقد_مع_شركة_المالك; cyber
   دي انذار بس ازاي ؟؟  دي طرد وضرب بالشبشب والله الله يحرقك يا بكاري جساما  الترجي الترجي_مازيمبي; cyber
   الله يحرقك مجدي شطه يا جدعان ; cyber
   الله يلعن اصلك ياحكم الله يحرقك يبن المتناكه; cyber
   الله يحرقك حكم; cyber
   الله يحرقك كده هيعرفوا الخطه ; cyber
   الله يحرقك ياعم حمدي انا قرفت منك; cyber
   عنصري سافل الله يحرقك ; cyber
   ومعانا الاخ عصمان بيشجع اليونايتد ومصعدش نص نهائى من  وبيحكها ف توتنهام اللى اول مره ف حياتها تصعد نهائى الدورى الأنجليزى يحكم ي علوق اسبانيا ; cyber
   والله حرام كون معايا حاجة زي دي واكون بلعب مع علوق محدش بيرد  ; cyber
   منورين يا شوية علوق ; cyber
   محصلش معانا كده ليه ها؟؟ الفرق كلها رجاله واحنا عندنا علوق  ; cyber
   ملناش نصيب في اي حاجه والله يسطا عشان حبت علوق دمنا يتحرق فشخ كده; cyber
   بقا الواد ارنولد يهرب من الحضانة و يعمل فيكوا كدا اخص عليكم فريق علوق  ; cyber
   يا عم والله بحبك بردو كل الحكايه انك معاك شوية علوق  كنت بتحارب عشان تاخد البطوله دي بس الحظ; cyber
   كلوب عالمي فالفيردي حمار ألبا وسواريز علوق ديمبلي ابن وسخة; cyber
   علوق العالم ; cyber
   الواحد مشفق علي ميسي بصراحة ، بيلعب مع علوق و بيدربهم علق; cyber
   صعبان عليا ميسي أوي بيلعب مع شوية علوق ; cyber
   حقك   ما هم علوق ولاد كلب; cyber
   كسمكم شويه علوق ربنا يسترها; cyber
   اصحى فوووق اتحاد كوره علوق  ; cyber
   علوق انجلترا ; cyber
   علوق وهنخسر بردو ; cyber
   مكان فى ايدكوا تترحموا من زيطة المصريين انتوا اللى علوق ; cyber
   سمعت ان أياكس كسبان فرحت فتحت الماتش دقيقتين بالظبط وكان توتنهام متعادل حظي حظ علوق; cyber
   وفي رواية أخرى أنا شيخ معرص عادي يعني، انتوا اللي علوق برضه بصراحة عشان سمعتوا كلامنا، فيلا سامحونا بقا ; cyber
   حفلوا براحتكوا ي رجاله دي لعيبه علوق و مدرب خول مبيتعلمش ; cyber
   لاعيبه فعلا علوق ومدرب ابن وسخه; cyber
   لعيبة ولاد وسخة علوق مش مطلوب منهم غير جول واحد بس يخلصوا الماتش مش عارفين يجيبوه; cyber
   والتلاته علوق وهيتفشخوا وبرشلونه هتصعد للنهائى; cyber
   كان فين الاداء ده يا فرقة علوق السنة ال فاتت في نهاءي اوربا; cyber
   ي صاحبي انتو اللي علوق ; cyber
   رجالة علوق  يا خسارة التيستوستيرون; cyber
   اتنين علوق ولا ليهم شخصية; cyber
   عشان همه شويه علوق ومدرب بن وسخه يعني تبقي كسبان  واللعيبه كانت مرتاحة وف الآخر اللعيبه ينزلوا يتعلقوا ف الماتش ونطلع يبقي حرام يعني; cyber
   يعم دول لاعيبه علوق ; cyber
   انا مفكر كل الدفعة علوق زيي; cyber
   جوز علوق   ; cyber
   الاهلي فوق يا شوية علوق ; cyber
   والله يا ماريو كانوا علوق اوووي النهارده; cyber
   بشجع علوق أوربا عليا الطلاق; cyber
   لعيبة علوق بنت وسخة; cyber
   لاعيبه علوق، ; cyber
   كانوا مفكرينا زي علوق مانشيستر ; cyber
   احا ايه دا  فرقه علوق ; cyber
   احا احا احا  بص لاوروبا ايام برشلونه صح مش شوية علوق التيشرت نفسه متبرئ منه ; cyber
   للسنة التانية أداء ابنوسخة ومدرب عرص ولعيبة علوق  ميسي ؟؟؟؟؟; cyber
   اصحى فوق دا اتحاد علوق  ; cyber
   علوق فعلاً ; cyber
   يلا ي علوق كسمكم علي كسم الحكام; cyber
   فريق فااضي والله يا جدعان  برشلونه ال بنت وسخه علوق ; cyber
   ما عتقدش يا عم لاعيبة ليفربول علوق و ميسي فايق فشخ الموسم ده ; cyber
   ده ابن مرا وسخة نزلنا مع علوق لندن; cyber
   لازم تكسبو يشويه لعيبه علوق الدوري هيضيع منكو يبهايم; cyber
   تايم لاين كلّه طلبه علوق مش عاوزين ولا عارفين يذاكروا; cyber
   اول مرة اشوف دكاترة علوق اكتر من الطلبة; cyber
   شوية علوق واخدين الدين كلمة بتتكتب فى ضهر البطاقة  فقط ; cyber
   أعلق علوق الاكاديميه; cyber
   كفاية علينا جيرو وهيواجين، احنا كدة هنعمل منتخب علوق العالم; cyber
   ما قدمتش الاداء اللي يخليك تستحق ، الفرق بتنزل كسبانة هدرسفيلد  قبل الماتش ما يبدأ و انت مش عارف تنظم هجمات  ، و لعيبة علوق; cyber
   فرقة علوق بنت وسخه كسم حرقة الدم والله  ; cyber
   عبضو ياعبضو اعلق علوق المجره القلب الابيض الفلاتى النجس ال مبيفرجنيش بس بحبك فشخ يابنى والله ربنا يديمك وبديمنا ف حياتك نحفل ع ديك اهلك كل سنه وانت طيب يالا ورمضان مبارك عليك; cyber
   اه يا شوية علوق ; cyber
   ده ميمنعش بردو انهم علوق ; cyber
   مصاحب علوق; cyber
   فيه فرق حتى بين اكبر صفحه ليهم وشبكتنا  ده مش تحفيل ده حرمان ابن وسخه وقلة قيمة ياشوية علوق ; cyber
   يسطا الناس بقت علوق وبضان يسط نا النت فاصل عندي من  يوم عشان واحد علق كل م يعمله يركبه غلط والنهارده ركبه غلط حاجه ف ك منتهي الخرا يعني; cyber
   ايوة دفعتنا مس علقة احنا بتوع شغل بس اوساخ بردك  و اه  و  علوق و بتبقي مش عايزة تبقي زي  و انت بتعاملي  بس علوقية  بتخليكي تبقي زي   لأن ملعون ابو شكلهم حنشتغل شغلهم و شغلنا  لا يولعوا بقى بجاز وسخ; cyber
   انا من كتر حبى و تشجيعى لارسنال بقيت علق زيهم بس الفرق حاجة  هما اول الموسم رجالة اخر الموسم علوق  انا اول الترم علق و اخر الترم علق بردوو ; cyber
   طلعوا علوق ; cyber
   يبني احنا علوق; cyber
   مش شويه دكاتره علوق ال هيعيشوني ف توتر; cyber
   فرقه بنت وسخه كلها علوق; cyber
   الارهابي جبان وعقيدته الغدر لو اسره واحده اتهد بيتها واتعاقبو بماجنت ايديهم الوسخه لما كبرو نبته وسخه تقتل خلق الله هيتلمو بس انتو علوق; cyber
   كسبتوا وصعدتوا قبل نهائي الكاس ؟ برضه هنفضل شايفنكم علوق وخولات ادادادادادا ; cyber
   مكنتش أعرف إن الإمارات سلمت ظباط متورطين في الإنقلاب علي أردوغان لجئوا إلي ابوظبي  علوق و ولاد وسخه طول عمركم; cyber
   احلي علوق ولا ايه ; cyber
   اكبر علوق مصر  ; cyber
   إتحاد علوق مصر  ; cyber
   التويته كلها علوق يانهار علوقيه يا نهار علوقيه  ; cyber
   ده اجتماع العلوق السري بس كلهم ماجوش ما هما علوق يا غبي; cyber
   النادي الاهلى  مأاله ؟ لآ فرقه كلهاأ علوق عادي بـ إدارتها بـ جماهيرهأا ; cyber
   فيه علوق وفيه علوق برخصة انا بقي اللي بطلع الرخصة; cyber
   مصر تمتلك تِلتين علوق العالم; cyber
   الراجل هارش الليله وهيطلع مايتين أبوكو هيسففكم التراب والراجل فيكم ينطق يا شوية علوق ; cyber
   بعض الرجال ليس رجال بل هم فقط وجال بالاسم  كطير البطريق هو طير لكنه أبن وسخه مبيطرش ولا حاجه حتي ماشيته ماشية علوق ; cyber
    هو احنا اللي علوق و لا الدنيا هي اللي بنت وسخه; cyber
   كل تيرم بنقول احا التيرم جري بسرعة نيك و الدنيا بهوقت مننا نيك و كل مرة بنتفاجئ كأنها اول مرة عشان منبينش لنفسنا اننا علوق مش اكتر; cyber
   كلهم ولاد وسخه ، علوق ; cyber
   هو صالح جمعة ده عامل زي المره الوسخة كده ليه، حتي بعد ما السعيد اتصاب مثبتش نفسه و النهاردة برة القايمة، شوية لاعيبة علوق ربنا بلانا بيهم; cyber
   شكراً يا علوق; cyber
   انا لسه بشوف بيركنج باد دلوقتى و عندى سؤال،هى سكايلر ديه ليه بنت متناكه بضان كده ؟; cyber
   ايمي سمير غانم بضان نييييك هي وجوزها حسن الرداد ابضن من بعض; cyber
   كسم عدم احساس الرجالة و كسم سذاجة البنات مش عاوزة اقول نسوان عشان كلمة بضان و عنيفة; cyber
   رامز_في_الشلال احلى حلقه دى ولا ايه  بضان بضان يعني  ; cyber
   الواد دا بضان نيك ; cyber
